fecha,hora,demanda
30/10/2013,2,238.004
30/10/2013,3,230.396
30/10/2013,4,225.634
30/10/2013,5,223.941
30/10/2013,6,226.61
30/10/2013,7,237.19
30/10/2013,8,240.535
30/10/2013,9,256.153
30/10/2013,10,272.722
30/10/2013,11,284.432
30/10/2013,12,309.27
30/10/2013,13,334.727
30/10/2013,14,352.265
30/10/2013,15,356.803
30/10/2013,16,354.803
30/10/2013,17,341.958
30/10/2013,18,334.003
30/10/2013,19,366.489
30/10/2013,20,382.555
30/10/2013,21,384.23
30/10/2013,22,383.238
30/10/2013,23,368.461
31/10/2013,0,314.958
31/10/2013,1,286.414
31/10/2013,2,277.279
31/10/2013,3,266.997
31/10/2013,4,262.595
31/10/2013,5,258.988
31/10/2013,6,253.801
31/10/2013,7,256.67
31/10/2013,8,268.731
31/10/2013,9,275.638
31/10/2013,10,282.921
31/10/2013,11,299.731
31/10/2013,12,302.079
31/10/2013,13,328.609
31/10/2013,14,352.383
31/10/2013,15,358.022
31/10/2013,16,354.682
31/10/2013,17,342.569
31/10/2013,18,332.635
31/10/2013,19,360.001
31/10/2013,20,381.081
31/10/2013,21,385.628
31/10/2013,22,387.734
31/10/2013,23,379.862
01/11/2013,0,360.909
01/11/2013,1,340.82
01/11/2013,2,323.841
01/11/2013,3,313.337
01/11/2013,4,303.449
01/11/2013,5,298.34
01/11/2013,6,287.972
01/11/2013,7,284.192
01/11/2013,8,292.004
01/11/2013,9,296.65
01/11/2013,10,291.748
01/11/2013,11,308.641
01/11/2013,12,343.762
01/11/2013,13,365.211
01/11/2013,14,396.277
01/11/2013,15,394.503
01/11/2013,16,371.515
01/11/2013,17,326.743
01/11/2013,18,321.866
01/11/2013,19,323.521
01/11/2013,20,315.475
01/11/2013,21,304.958
01/11/2013,22,304.911
01/11/2013,23,297.521
02/11/2013,0,282.094
02/11/2013,1,260.699
02/11/2013,2,248.234
02/11/2013,3,238.677
02/11/2013,4,231.958
02/11/2013,5,227.848
02/11/2013,6,219.486
02/11/2013,7,210.477
02/11/2013,8,217.393
02/11/2013,9,220.338
02/11/2013,10,223.536
02/11/2013,11,229.245
02/11/2013,12,231.312
02/11/2013,13,223.409
02/11/2013,14,219.056
02/11/2013,15,219.558
02/11/2013,16,229.189
02/11/2013,17,241.956
02/11/2013,18,250.733
02/11/2013,19,275.04
02/11/2013,20,290.734
02/11/2013,21,284.177
02/11/2013,22,270.412
02/11/2013,23,248.943
03/11/2013,0,228.223
03/11/2013,1,211.731
03/11/2013,2,197.919
03/11/2013,3,188.394
03/11/2013,4,184.416
03/11/2013,5,177.805
03/11/2013,6,163.934
03/11/2013,7,165.817
03/11/2013,8,176.04
03/11/2013,9,187.064
03/11/2013,10,195.073
03/11/2013,11,201.078
03/11/2013,12,205.923
03/11/2013,13,204.572
03/11/2013,14,205.403
03/11/2013,15,208.699
03/11/2013,16,214.677
03/11/2013,17,222.439
03/11/2013,18,227.761
03/11/2013,19,258.414
03/11/2013,20,277.097
03/11/2013,21,273.102
03/11/2013,22,262.84
03/11/2013,23,242.873
04/11/2013,0,219.703
04/11/2013,1,199.913
04/11/2013,2,188.068
04/11/2013,3,182.525
04/11/2013,4,181.579
04/11/2013,5,184.036
04/11/2013,6,189.986
04/11/2013,7,204.703
04/11/2013,8,213.543
04/11/2013,9,220.354
04/11/2013,10,229.05
04/11/2013,11,238.358
04/11/2013,12,237.712
04/11/2013,13,237.126
04/11/2013,14,242.557
04/11/2013,15,248.478
04/11/2013,16,257.553
04/11/2013,17,258.739
04/11/2013,18,254.015
04/11/2013,19,279.352
04/11/2013,20,300.902
04/11/2013,21,296.925
04/11/2013,22,284.278
04/11/2013,23,259.653
05/11/2013,0,231.706
05/11/2013,1,205.958
05/11/2013,2,195.971
05/11/2013,3,191.034
05/11/2013,4,189.495
05/11/2013,5,190.309
05/11/2013,6,194.158
05/11/2013,7,208.011
05/11/2013,8,217.443
05/11/2013,9,229.587
05/11/2013,10,234.344
05/11/2013,11,245.859
05/11/2013,12,251.434
05/11/2013,13,255.613
05/11/2013,14,264.328
05/11/2013,15,269.779
05/11/2013,16,279.002
05/11/2013,17,276.001
05/11/2013,18,270.032
05/11/2013,19,290.808
05/11/2013,20,312.992
05/11/2013,21,309.044
05/11/2013,22,299.34
05/11/2013,23,273.073
06/11/2013,0,246.543
06/11/2013,1,223.282
06/11/2013,2,210.714
06/11/2013,3,204.09
06/11/2013,4,201.343
06/11/2013,5,201.205
06/11/2013,6,205.36
06/11/2013,7,216.202
06/11/2013,8,225.695
06/11/2013,9,235.463
06/11/2013,10,248.706
06/11/2013,11,262.771
06/11/2013,12,273.742
06/11/2013,13,288.604
06/11/2013,14,304.508
06/11/2013,15,315.456
06/11/2013,16,319.077
06/11/2013,17,312.118
06/11/2013,18,293.647
06/11/2013,19,325.443
06/11/2013,20,351.805
06/11/2013,21,351.143
06/11/2013,22,346.473
06/11/2013,23,332.505
07/11/2013,0,307.149
07/11/2013,1,282.795
07/11/2013,2,266.875
07/11/2013,3,253.795
07/11/2013,4,248.453
07/11/2013,5,247.582
07/11/2013,6,241.321
07/11/2013,7,247.666
07/11/2013,8,253.641
07/11/2013,9,264.885
07/11/2013,10,279.75
07/11/2013,11,292.202
07/11/2013,12,308.492
07/11/2013,13,332.092
07/11/2013,14,356.884
07/11/2013,15,358.572
07/11/2013,16,353.083
07/11/2013,17,335.593
07/11/2013,18,319.727
07/11/2013,19,340.267
07/11/2013,20,364.457
07/11/2013,21,366.348
07/11/2013,22,364.029
07/11/2013,23,351.567
08/11/2013,0,327.497
08/11/2013,1,299.785
08/11/2013,2,282.48
08/11/2013,3,270.402
08/11/2013,4,265.868
08/11/2013,5,255.636
08/11/2013,6,250.13
08/11/2013,7,253.639
08/11/2013,8,271.488
08/11/2013,9,284.294
08/11/2013,10,297.441
08/11/2013,11,315.366
08/11/2013,12,336.544
08/11/2013,13,367.585
08/11/2013,14,384.057
08/11/2013,15,390.285
08/11/2013,16,382.946
08/11/2013,17,359.935
08/11/2013,18,339.94
08/11/2013,19,357.637
08/11/2013,20,384.04
08/11/2013,21,386.806
08/11/2013,22,386.199
08/11/2013,23,378.117
09/11/2013,0,361.4
09/11/2013,1,340.181
09/11/2013,2,314.612
09/11/2013,3,307.221
09/11/2013,4,293.054
09/11/2013,5,281.606
09/11/2013,6,258.496
09/11/2013,7,249.303
09/11/2013,8,258.419
09/11/2013,9,263.999
09/11/2013,10,256.57
09/11/2013,11,229.45
09/11/2013,12,232.861
09/11/2013,13,258.149
09/11/2013,14,274.16
09/11/2013,15,276.338
09/11/2013,16,314.609
09/11/2013,17,321.569
09/11/2013,18,319.617
09/11/2013,19,333.927
09/11/2013,20,358.735
09/11/2013,21,362.124
09/11/2013,22,355.158
09/11/2013,23,345.13
10/11/2013,0,334.641
10/11/2013,1,322.316
10/11/2013,2,311.771
10/11/2013,3,301.481
10/11/2013,4,297.984
10/11/2013,5,290.84
10/11/2013,6,273.174
10/11/2013,7,261.547
10/11/2013,8,267.371
10/11/2013,9,274.613
10/11/2013,10,280.385
10/11/2013,11,288.954
10/11/2013,12,305.625
10/11/2013,13,328.54
10/11/2013,14,353.51
10/11/2013,15,361.069
10/11/2013,16,351.628
10/11/2013,17,332.611
10/11/2013,18,318.084
10/11/2013,19,330.281
10/11/2013,20,357.931
10/11/2013,21,370.976
10/11/2013,22,372.369
10/11/2013,23,365.273
11/11/2013,0,346.756
11/11/2013,1,318.012
11/11/2013,2,297.131
11/11/2013,3,267.986
11/11/2013,4,258.133
11/11/2013,5,256.153
11/11/2013,6,239.823
11/11/2013,7,240.51
11/11/2013,8,244.937
11/11/2013,9,245.714
11/11/2013,10,246.956
11/11/2013,11,247.139
11/11/2013,12,240.699
11/11/2013,13,231.833
11/11/2013,14,229.694
11/11/2013,15,228.234
11/11/2013,16,239.419
11/11/2013,17,249.177
11/11/2013,18,253.479
11/11/2013,19,272.587
11/11/2013,20,295.111
11/11/2013,21,290.275
11/11/2013,22,277.231
11/11/2013,23,256.238
12/11/2013,0,227.865
12/11/2013,1,206.897
12/11/2013,2,195.459
12/11/2013,3,191.262
12/11/2013,4,188.229
12/11/2013,5,188.008
12/11/2013,6,194.306
12/11/2013,7,209.879
12/11/2013,8,221.217
12/11/2013,9,231.504
12/11/2013,10,242.417
12/11/2013,11,253.038
12/11/2013,12,261.529
12/11/2013,13,268.074
12/11/2013,14,282.464
12/11/2013,15,289.279
12/11/2013,16,294.782
12/11/2013,17,295.085
12/11/2013,18,285.728
12/11/2013,19,301.353
12/11/2013,20,330.995
12/11/2013,21,324.82
12/11/2013,22,313.276
12/11/2013,23,294.452
13/11/2013,0,269.397
13/11/2013,1,243.894
13/11/2013,2,229.306
13/11/2013,3,222.267
13/11/2013,4,218.608
13/11/2013,5,216.767
13/11/2013,6,215.146
13/11/2013,7,227.526
13/11/2013,8,241.66
13/11/2013,9,251.708
13/11/2013,10,263.919
13/11/2013,11,275.43
13/11/2013,12,282.761
13/11/2013,13,295.157
13/11/2013,14,313.055
13/11/2013,15,315.319
13/11/2013,16,315.151
13/11/2013,17,310.073
13/11/2013,18,298.673
13/11/2013,19,314.538
13/11/2013,20,344.676
13/11/2013,21,341.739
13/11/2013,22,337.582
13/11/2013,23,321.126
14/11/2013,0,291.191
14/11/2013,1,270.301
14/11/2013,2,254.62
14/11/2013,3,242.58
14/11/2013,4,236.293
14/11/2013,5,230.365
14/11/2013,6,227.631
14/11/2013,7,236.25
14/11/2013,8,248.416
14/11/2013,9,262.665
14/11/2013,10,279.854
14/11/2013,11,298.178
14/11/2013,12,319.664
14/11/2013,13,350.647
14/11/2013,14,382.113
14/11/2013,15,386.025
14/11/2013,16,380.43
14/11/2013,17,362.731
14/11/2013,18,342.653
14/11/2013,19,354.42
14/11/2013,20,380.74
14/11/2013,21,393.419
14/11/2013,22,397.061
14/11/2013,23,387.699
15/11/2013,0,367.945
15/11/2013,1,339.518
15/11/2013,2,328.607
15/11/2013,3,316.866
15/11/2013,4,307.31
15/11/2013,5,297.584
15/11/2013,6,286.481
15/11/2013,7,286.913
15/11/2013,8,298.872
15/11/2013,9,313.624
15/11/2013,10,305.605
15/11/2013,11,315.946
15/11/2013,12,328.265
15/11/2013,13,295.92
15/11/2013,14,312.722
15/11/2013,15,314.462
15/11/2013,16,299.668
15/11/2013,17,285.639
15/11/2013,18,275.847
15/11/2013,19,285.945
15/11/2013,20,300.604
15/11/2013,21,295.368
15/11/2013,22,289.332
15/11/2013,23,273.556
16/11/2013,0,251.767
16/11/2013,1,234.742
16/11/2013,2,220.275
16/11/2013,3,212.066
16/11/2013,4,208.845
16/11/2013,5,197.636
16/11/2013,6,187.781
16/11/2013,7,197.06
16/11/2013,8,208.573
16/11/2013,9,221.891
16/11/2013,10,227.172
16/11/2013,11,230.177
16/11/2013,12,233.051
16/11/2013,13,236.527
16/11/2013,14,245.195
16/11/2013,15,252.391
16/11/2013,16,258.906
16/11/2013,17,261.68
16/11/2013,18,259.102
16/11/2013,19,278.345
16/11/2013,20,308.931
16/11/2013,21,302.952
16/11/2013,22,287.376
16/11/2013,23,263.911
17/11/2013,0,243.151
17/11/2013,1,226.843
17/11/2013,2,214.702
17/11/2013,3,205.475
17/11/2013,4,199.741
17/11/2013,5,185.121
17/11/2013,6,158.697
17/11/2013,7,159.636
17/11/2013,8,170.76
17/11/2013,9,181.88
17/11/2013,10,194.615
17/11/2013,11,205.154
17/11/2013,12,213.836
17/11/2013,13,232.101
17/11/2013,14,248.905
17/11/2013,15,258.666
17/11/2013,16,266.629
17/11/2013,17,264.144
17/11/2013,18,258.228
17/11/2013,19,273.861
17/11/2013,20,306.155
17/11/2013,21,306.837
17/11/2013,22,299.722
17/11/2013,23,285.193
18/11/2013,0,264.767
18/11/2013,1,244.121
18/11/2013,2,231.272
18/11/2013,3,223.57
18/11/2013,4,220.224
18/11/2013,5,218.98
18/11/2013,6,219.113
18/11/2013,7,233.267
18/11/2013,8,245.8
18/11/2013,9,262.472
18/11/2013,10,279.467
18/11/2013,11,300.112
18/11/2013,12,324.312
18/11/2013,13,354.456
18/11/2013,14,381.631
18/11/2013,15,387.102
18/11/2013,16,382.191
18/11/2013,17,365.426
18/11/2013,18,346.11
18/11/2013,19,359.896
18/11/2013,20,396.878
18/11/2013,21,410.583
18/11/2013,22,420.047
18/11/2013,23,346.075
19/11/2013,0,353.077
19/11/2013,1,317.335
19/11/2013,2,293.665
19/11/2013,3,272.698
19/11/2013,4,254.406
19/11/2013,5,245.65
19/11/2013,6,240.733
19/11/2013,7,231.401
19/11/2013,8,234.34
19/11/2013,9,243.007
19/11/2013,10,242.211
19/11/2013,11,244.201
19/11/2013,12,232.202
19/11/2013,13,223.19
19/11/2013,14,213.601
19/11/2013,15,215.479
19/11/2013,16,233.483
19/11/2013,17,251.124
19/11/2013,18,258.589
19/11/2013,19,279.278
19/11/2013,20,303.627
19/11/2013,21,301.581
19/11/2013,22,289.693
19/11/2013,23,270.908
20/11/2013,0,247.812
20/11/2013,1,228.815
20/11/2013,2,216.962
20/11/2013,3,211.418
20/11/2013,4,208.304
20/11/2013,5,208.634
20/11/2013,6,211.885
20/11/2013,7,217.637
20/11/2013,8,234.783
20/11/2013,9,239.957
20/11/2013,10,251.194
20/11/2013,11,265.058
20/11/2013,12,267.388
20/11/2013,13,271.972
20/11/2013,14,280.682
20/11/2013,15,285.373
20/11/2013,16,290.046
20/11/2013,17,292.619
20/11/2013,18,287.508
20/11/2013,19,305.791
20/11/2013,20,336.119
20/11/2013,21,335.568
20/11/2013,22,327.705
20/11/2013,23,302.119
21/11/2013,0,278.097
21/11/2013,1,263.32
21/11/2013,2,245.416
21/11/2013,3,237.203
21/11/2013,4,232.336
21/11/2013,5,230.715
21/11/2013,6,229.769
21/11/2013,7,236.718
21/11/2013,8,243.55
21/11/2013,9,252.511
21/11/2013,10,259.888
21/11/2013,11,268.243
21/11/2013,12,281.488
21/11/2013,13,293.708
21/11/2013,14,310.466
21/11/2013,15,311.795
21/11/2013,16,312.12
21/11/2013,17,303.113
21/11/2013,18,293.314
21/11/2013,19,301.326
21/11/2013,20,329.801
21/11/2013,21,329.816
21/11/2013,22,324.269
21/11/2013,23,308.209
22/11/2013,0,286.297
22/11/2013,1,265.502
22/11/2013,2,247.693
22/11/2013,3,237.763
22/11/2013,4,231.545
22/11/2013,5,226.672
22/11/2013,6,225.181
22/11/2013,7,235.667
22/11/2013,8,244.176
22/11/2013,9,248.704
22/11/2013,10,252.062
22/11/2013,11,263.787
22/11/2013,12,270.291
22/11/2013,13,281.911
22/11/2013,14,300.034
22/11/2013,15,306.82
22/11/2013,16,310.905
22/11/2013,17,304.855
22/11/2013,18,293.03
22/11/2013,19,301.264
22/11/2013,20,331.571
22/11/2013,21,329.889
22/11/2013,22,319.985
22/11/2013,23,307.345
23/11/2013,0,285.025
23/11/2013,1,265.45
23/11/2013,2,247.658
23/11/2013,3,238.221
23/11/2013,4,231.338
23/11/2013,5,221.975
23/11/2013,6,211.698
23/11/2013,7,220.159
23/11/2013,8,232.369
23/11/2013,9,248.155
23/11/2013,10,256.385
23/11/2013,11,266.148
23/11/2013,12,285.793
23/11/2013,13,305.96
23/11/2013,14,326.925
23/11/2013,15,334.288
23/11/2013,16,331.839
23/11/2013,17,319.89
23/11/2013,18,304.227
23/11/2013,19,314.626
23/11/2013,20,355.438
23/11/2013,21,355.693
23/11/2013,22,346.007
23/11/2013,23,332.497
24/11/2013,0,322.74
24/11/2013,1,304.563
24/11/2013,2,292.013
24/11/2013,3,281.151
24/11/2013,4,273.175
24/11/2013,5,260.239
24/11/2013,6,240.292
24/11/2013,7,243.278
24/11/2013,8,249.004
24/11/2013,9,255.141
24/11/2013,10,255.527
24/11/2013,11,271.171
24/11/2013,12,293.993
24/11/2013,13,316.181
24/11/2013,14,340.194
24/11/2013,15,353.321
24/11/2013,16,350.246
24/11/2013,17,326.436
24/11/2013,18,309.346
24/11/2013,19,310.774
24/11/2013,20,351.789
24/11/2013,21,361.834
24/11/2013,22,362.162
24/11/2013,23,362.296
25/11/2013,0,352.508
25/11/2013,1,339.294
25/11/2013,2,320.732
25/11/2013,3,308.708
25/11/2013,4,298.348
25/11/2013,5,281.501
25/11/2013,6,262.115
25/11/2013,7,261.178
25/11/2013,8,273.539
25/11/2013,9,283.311
25/11/2013,10,290.431
25/11/2013,11,304.952
25/11/2013,12,332.855
25/11/2013,13,373.146
25/11/2013,14,396.997
25/11/2013,15,399.472
25/11/2013,16,382.827
25/11/2013,17,360.556
25/11/2013,18,334.977
25/11/2013,19,345.311
25/11/2013,20,389.506
25/11/2013,21,409.869
25/11/2013,22,419.275
25/11/2013,23,413.356
26/11/2013,0,400.723
26/11/2013,1,378.009
26/11/2013,2,358.233
26/11/2013,3,344.813
26/11/2013,4,331.96
26/11/2013,5,317.677
26/11/2013,6,297.637
26/11/2013,7,285.458
26/11/2013,8,289.25
26/11/2013,9,290.864
26/11/2013,10,294.555
26/11/2013,11,300.917
26/11/2013,12,306.172
26/11/2013,13,321.741
26/11/2013,14,339.6
26/11/2013,15,342.961
26/11/2013,16,343.04
26/11/2013,17,337.392
26/11/2013,18,325.166
26/11/2013,19,332.049
26/11/2013,20,367.361
26/11/2013,21,374.726
26/11/2013,22,377.399
26/11/2013,23,369.549
27/11/2013,0,345.381
27/11/2013,1,325.79
27/11/2013,2,303.291
27/11/2013,3,291.828
27/11/2013,4,287.305
27/11/2013,5,281.561
27/11/2013,6,277.077
27/11/2013,7,276.953
27/11/2013,8,291.403
27/11/2013,9,296.96
27/11/2013,10,304.456
27/11/2013,11,319.425
27/11/2013,12,315.189
27/11/2013,13,310.5
27/11/2013,14,315.409
27/11/2013,15,305.457
27/11/2013,16,308.607
27/11/2013,17,309.325
27/11/2013,18,303.441
27/11/2013,19,314.913
27/11/2013,20,345.069
27/11/2013,21,344.48
27/11/2013,22,328.92
27/11/2013,23,312.295
28/11/2013,0,280.994
28/11/2013,1,258.808
28/11/2013,2,240.9
28/11/2013,3,231.366
28/11/2013,4,222.907
28/11/2013,5,217.031
28/11/2013,6,214.867
28/11/2013,7,221.916
28/11/2013,8,228.31
28/11/2013,9,234.192
28/11/2013,10,241.463
28/11/2013,11,250.744
28/11/2013,12,255.66
28/11/2013,13,260.959
28/11/2013,14,272.784
28/11/2013,15,279.284
28/11/2013,16,284.733
28/11/2013,17,286.318
28/11/2013,18,278.569
28/11/2013,19,288.119
28/11/2013,20,321.814
28/11/2013,21,320.271
28/11/2013,22,311.619
28/11/2013,23,295.458
29/11/2013,0,270.273
29/11/2013,1,249.292
29/11/2013,2,233.86
29/11/2013,3,227.07
29/11/2013,4,221.206
29/11/2013,5,218.426
29/11/2013,6,220.822
29/11/2013,7,231.125
29/11/2013,8,238.873
29/11/2013,9,248.209
29/11/2013,10,256.869
29/11/2013,11,267.503
29/11/2013,12,268.831
29/11/2013,13,270.783
29/11/2013,14,288.837
29/11/2013,15,298.623
29/11/2013,16,306.509
29/11/2013,17,300.178
29/11/2013,18,294.929
29/11/2013,19,300.669
29/11/2013,20,325.065
29/11/2013,21,325.194
29/11/2013,22,317.535
29/11/2013,23,303.148
30/11/2013,0,285.435
30/11/2013,1,271.855
30/11/2013,2,255.54
30/11/2013,3,246.457
30/11/2013,4,239.448
30/11/2013,5,229.838
30/11/2013,6,204.38
30/11/2013,7,216.35
30/11/2013,8,239.331
30/11/2013,9,254.457
30/11/2013,10,262.087
30/11/2013,11,268.22
30/11/2013,12,288.259
30/11/2013,13,307.508
30/11/2013,14,333.338
30/11/2013,15,336.634
30/11/2013,16,329.747
30/11/2013,17,341.926
30/11/2013,18,305.932
30/11/2013,19,311.352
30/11/2013,20,344.859
30/11/2013,21,349.874
30/11/2013,22,340.224
30/11/2013,23,324.9
01/12/2013,0,311.335
01/12/2013,1,297.898
01/12/2013,2,291.03
01/12/2013,3,279.12
01/12/2013,4,271.112
01/12/2013,5,258.406
01/12/2013,6,232.3
01/12/2013,7,213.409
01/12/2013,8,216.447
01/12/2013,9,225.985
01/12/2013,10,228.523
01/12/2013,11,237.98
01/12/2013,12,248.314
01/12/2013,13,250.517
01/12/2013,14,250.076
01/12/2013,15,254.87
01/12/2013,16,256.834
01/12/2013,17,255.139
01/12/2013,18,253.814
01/12/2013,19,264.007
01/12/2013,20,290.087
01/12/2013,21,297.568
01/12/2013,22,295.263
01/12/2013,23,284.584
02/12/2013,0,267.667
02/12/2013,1,251.462
02/12/2013,2,237.228
02/12/2013,3,231.774
02/12/2013,4,225.363
02/12/2013,5,222.029
02/12/2013,6,224.326
02/12/2013,7,233.682
02/12/2013,8,252.478
02/12/2013,9,260.42
02/12/2013,10,267.84
02/12/2013,11,292.415
02/12/2013,12,310.386
02/12/2013,13,340.126
02/12/2013,14,369.718
02/12/2013,15,377.446
02/12/2013,16,374.954
02/12/2013,17,362.532
02/12/2013,18,339.517
02/12/2013,19,340.1
02/12/2013,20,376.436
02/12/2013,21,385.992
02/12/2013,22,389.514
02/12/2013,23,382.901
03/12/2013,0,363.397
03/12/2013,1,338.79
03/12/2013,2,317.872
03/12/2013,3,302.544
03/12/2013,4,290.431
03/12/2013,5,284.468
03/12/2013,6,277.339
03/12/2013,7,275.147
03/12/2013,8,282.48
03/12/2013,9,288.741
03/12/2013,10,292.116
03/12/2013,11,299.51
03/12/2013,12,308.987
03/12/2013,13,324.015
03/12/2013,14,339.769
03/12/2013,15,344.415
03/12/2013,16,343.377
03/12/2013,17,336.334
03/12/2013,18,321.369
03/12/2013,19,323.176
03/12/2013,20,354.458
03/12/2013,21,362.555
03/12/2013,22,363.532
03/12/2013,23,354.022
04/12/2013,0,338.614
04/12/2013,1,311.938
04/12/2013,2,286.169
04/12/2013,3,276.683
04/12/2013,4,267.695
04/12/2013,5,261.028
04/12/2013,6,254.259
04/12/2013,7,259.482
04/12/2013,8,274.743
04/12/2013,9,304.974
04/12/2013,10,316.051
04/12/2013,11,333.933
04/12/2013,12,374.657
04/12/2013,13,405.885
04/12/2013,14,420.092
04/12/2013,15,421.96
04/12/2013,16,415.583
04/12/2013,17,395.056
04/12/2013,18,363.944
04/12/2013,19,364.745
04/12/2013,20,401.808
04/12/2013,21,423.321
04/12/2013,22,438.95
04/12/2013,23,442.038
05/12/2013,0,424.46
05/12/2013,1,407.345
05/12/2013,2,387.963
05/12/2013,3,373.498
05/12/2013,4,362.836
05/12/2013,5,346.635
05/12/2013,6,333.214
05/12/2013,7,332.797
05/12/2013,8,338.368
05/12/2013,9,345.783
05/12/2013,10,351.031
05/12/2013,11,371.482
05/12/2013,12,366.832
05/12/2013,13,419.285
05/12/2013,14,439.542
05/12/2013,15,425.06
05/12/2013,16,400.817
05/12/2013,17,402.584
05/12/2013,18,374.609
05/12/2013,19,369.894
05/12/2013,20,404.598
05/12/2013,21,422.552
05/12/2013,22,435.752
05/12/2013,23,430.47
06/12/2013,0,417.954
06/12/2013,1,396.737
06/12/2013,2,374.678
06/12/2013,3,357.844
06/12/2013,4,341.464
06/12/2013,5,322.438
06/12/2013,6,303.249
06/12/2013,7,298.102
06/12/2013,8,296.445
06/12/2013,9,296.887
06/12/2013,10,298.603
06/12/2013,11,299.258
06/12/2013,12,300.288
06/12/2013,13,315.456
06/12/2013,14,332.316
06/12/2013,15,338.208
06/12/2013,16,343.429
06/12/2013,17,342.07
06/12/2013,18,325.803
06/12/2013,19,326.938
06/12/2013,20,360.172
06/12/2013,21,364.545
06/12/2013,22,359.72
06/12/2013,23,349.945
07/12/2013,0,335.028
07/12/2013,1,318.943
07/12/2013,2,302.459
07/12/2013,3,286.849
07/12/2013,4,282.299
07/12/2013,5,263.991
07/12/2013,6,235.602
07/12/2013,7,250.002
07/12/2013,8,273.915
07/12/2013,9,285.274
07/12/2013,10,296.378
07/12/2013,11,310.324
07/12/2013,12,335.26
07/12/2013,13,379.135
07/12/2013,14,389.597
07/12/2013,15,400.746
07/12/2013,16,391.875
07/12/2013,17,371.245
07/12/2013,18,345.432
07/12/2013,19,334.928
07/12/2013,20,370.947
07/12/2013,21,386.241
07/12/2013,22,380.953
07/12/2013,23,369.336
08/12/2013,0,355.543
08/12/2013,1,343.235
08/12/2013,2,329.922
08/12/2013,3,317.393
08/12/2013,4,308.454
08/12/2013,5,293.789
08/12/2013,6,274.127
08/12/2013,7,274.126
08/12/2013,8,285.428
08/12/2013,9,298.304
08/12/2013,10,309.242
08/12/2013,11,324.802
08/12/2013,12,347.858
08/12/2013,13,368.343
08/12/2013,14,395.292
08/12/2013,15,408.148
08/12/2013,16,401.552
08/12/2013,17,379.941
08/12/2013,18,357.229
08/12/2013,19,345.916
08/12/2013,20,378.384
08/12/2013,21,404.32
08/12/2013,22,423.725
08/12/2013,23,429.335
09/12/2013,0,420.667
09/12/2013,1,412.432
09/12/2013,2,401.92
09/12/2013,3,362.911
09/12/2013,4,357.392
09/12/2013,5,317.756
09/12/2013,6,300.813
09/12/2013,7,282.466
09/12/2013,8,277.339
09/12/2013,9,269.991
09/12/2013,10,255.587
09/12/2013,11,248.322
09/12/2013,12,242.257
09/12/2013,13,257.875
09/12/2013,14,265.827
09/12/2013,15,276.843
09/12/2013,16,291.691
09/12/2013,17,297.119
09/12/2013,18,292.054
09/12/2013,19,298.017
09/12/2013,20,327.959
09/12/2013,21,337.878
09/12/2013,22,338.367
09/12/2013,23,329.632
10/12/2013,0,314.493
10/12/2013,1,294.433
10/12/2013,2,279.171
10/12/2013,3,268.804
10/12/2013,4,260.746
10/12/2013,5,257.103
10/12/2013,6,232.999
10/12/2013,7,251.873
10/12/2013,8,268.247
10/12/2013,9,276.081
10/12/2013,10,277.678
10/12/2013,11,281.128
10/12/2013,12,278.517
10/12/2013,13,296.762
10/12/2013,14,344.703
10/12/2013,15,332.886
10/12/2013,16,332.86
10/12/2013,17,327.278
10/12/2013,18,308.447
10/12/2013,19,302.286
10/12/2013,20,330.84
10/12/2013,21,337.002
10/12/2013,22,336.451
10/12/2013,23,322
11/12/2013,0,307.269
11/12/2013,1,283.102
11/12/2013,2,265.658
11/12/2013,3,253.856
11/12/2013,4,242.011
11/12/2013,5,226.043
11/12/2013,6,234.33
11/12/2013,7,246.297
11/12/2013,8,255.338
11/12/2013,9,271.237
11/12/2013,10,279.548
11/12/2013,11,286.593
11/12/2013,12,295.184
11/12/2013,13,315.929
11/12/2013,14,342.685
11/12/2013,15,350.6
11/12/2013,16,348.932
11/12/2013,17,336.693
11/12/2013,18,316.59
11/12/2013,19,310.232
11/12/2013,20,339.139
11/12/2013,21,348.211
11/12/2013,22,345.599
11/12/2013,23,334.015
12/12/2013,0,312.861
12/12/2013,1,294.288
12/12/2013,2,272.795
12/12/2013,3,261.193
12/12/2013,4,253.008
12/12/2013,5,246.078
12/12/2013,6,240.16
12/12/2013,7,249.327
12/12/2013,8,261.957
12/12/2013,9,276.254
12/12/2013,10,285.199
12/12/2013,11,296.432
12/12/2013,12,311.691
12/12/2013,13,335.731
12/12/2013,14,363.586
12/12/2013,15,370.741
12/12/2013,16,366.828
12/12/2013,17,353.001
12/12/2013,18,330.453
12/12/2013,19,326.454
12/12/2013,20,350.905
12/12/2013,21,362.987
12/12/2013,22,364.847
12/12/2013,23,357.917
13/12/2013,0,344.207
13/12/2013,1,324.44
13/12/2013,2,306.079
13/12/2013,3,293.874
13/12/2013,4,286.067
13/12/2013,5,275.824
13/12/2013,6,267.344
13/12/2013,7,274.407
13/12/2013,8,280.163
13/12/2013,9,291.169
13/12/2013,10,300.321
13/12/2013,11,311.978
13/12/2013,12,323.142
13/12/2013,13,344.917
13/12/2013,14,368.531
13/12/2013,15,380.502
13/12/2013,16,375.993
13/12/2013,17,363.75
13/12/2013,18,341.139
13/12/2013,19,332.881
13/12/2013,20,362.466
13/12/2013,21,372.21
